,winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential,winner
30490,0.44407072,0.334625386,-1,57.05189712,2,2,3,5,2,2,0,68,30,1
30492,0.397986249,0.910605222,-1,69.49555673,1,1,4,2,3,3,0,57,62,1
30498,0.187404204,0.504208381,1,72.53122774,3,2,1,1,3,3,0,41,70,1
30504,0.453021008,0.311531126,-1,74.88190578,1,2,4,2,3,2,1,25,3,1
30505,?,0.650525765,1,72.97878771,2,0,2,2,4,3,1,26,16,1
30506,0.196953705,0.59181844,0,59.46486254,2,2,3,3,3,2,1,24,61,1
30507,0.764952465,0.641927799,1,58.83461821,2,2,2,3,4,2,0,24,36,1
30508,0.558317086,0.358801535,1,74.59345624,0,2,1,1,3,?,1,85,31,1
30510,0.562868084,0.348738548,1,60.70611181,3,2,3,1,0,3,1,55,45,1
30514,0.795291997,?,0,?,1,1,4,1,2,5,0,37,?,1
30515,0.719479623,0.420474159,-1,73.73810153,2,0,5,3,3,1,0,57,?,1
30518,0.738573006,0.578775752,0,56.03848916,2,2,5,1,4,3,1,14,-2,1
30519,0.583715395,0.599533885,0,?,1,0,4,5,5,3,0,54,57,1
30520,0.448535379,0.154213311,1,58.9337785,2,-1,2,4,4,1,1,57,20,1
30522,?,0.534599355,1,65.13818638,3,0,2,5,?,3,0,60,39,1
30523,0.281136379,0.403325705,0,77.31974625,2,2,2,1,0,3,0,50,64,1
30524,0.274099994,0.582781598,0,75.85549498,0,0,4,3,1,3,?,38,56,1
30525,0.774918593,0.259666209,?,65.59287564,4,2,3,4,2,1,0,-8,53,1
30526,0.204729322,0.861482949,0,57.11714164,2,1,1,3,2,3,1,53,59,1
30527,0.775912078,0.547837936,0,73.52319526,3,1,4,5,6,2,0,69,63,1
30529,0.56527443,0.659047327,-1,60.11921394,3,2,3,3,2,2,1,42,32,1
30530,0.718960306,0.532779814,1,73.78071421,2,0,3,4,2,3,0,30,56,1
30531,0.132763568,0.636316651,-1,?,3,3,5,5,3,2,0,61,69,1
30535,0.578196536,0.428170791,-1,60.51411767,2,2,3,3,1,2,0,68,26,1
30538,0.701789037,0.512223235,-1,63.70422736,2,0,5,5,3,2,1,68,40,1
30539,0.718658137,0.503960168,1,62.70190497,1,3,5,4,4,2,1,44,16,1
30540,0.710161181,0.49081042,1,79.87350313,1,1,2,4,3,2,1,38,32,1
30541,?,0.577803823,0,68.24438429,2,-1,2,5,1,5,0,41,75,1
30542,0.461485485,0.692587465,-1,66.69984213,1,0,5,5,?,3,1,49,58,1
30544,0.44587561,0.620844859,1,61.55735432,3,3,4,1,2,3,0,41,21,1
30545,?,0.467878732,1,58.51705911,2,1,1,?,4,2,?,25,21,1
30546,0.746706521,0.577606997,-1,58.498057,2,2,3,4,?,1,1,33,?,1
30547,0.494725439,0.334851918,0,60.18712436,1,0,5,3,3,?,1,58,49,1
30548,0.512345445,0.779745287,0,71.33030265,1,1,1,2,1,3,0,69,52,1
30549,0.514246777,0.74329579,-1,75.67416083,0,0,4,2,2,4,1,41,86,1
30551,0.696856708,0.389679746,1,51.86865088,4,2,3,2,3,3,1,49,23,1
30555,0.833954269,0.716240804,-1,?,1,0,1,4,2,2,0,43,41,1
30556,0.299792428,0.76831,1,65.18284835,?,0,2,5,1,0,0,16,56,1
30558,0.506440812,0.253539936,1,60.60244329,1,1,1,?,4,4,1,44,72,1
30562,0.951482389,0.382443956,0,69.94920455,2,2,3,4,2,2,1,78,39,1
30563,0.124682061,0.102807786,1,74.61417764,2,2,3,5,2,4,0,57,63,1
30564,0.463384624,0.22638367,-1,68.54963651,1,0,3,4,3,2,1,42,40,1
30565,0.319342677,0.449211311,?,60.12092252,1,1,1,1,2,3,1,81,49,1
30568,0.337681271,0.572285137,1,61.66295084,2,1,1,4,0,2,1,27,55,1
30570,?,0.793933377,-1,58.22312184,3,1,5,4,1,2,0,98,38,1
30573,0.342591189,0.440353982,-1,65.45004933,3,0,1,1,2,4,1,61,118,1
30574,0.337544419,0.479032633,1,70.66678245,2,2,3,?,2,4,1,62,22,1
30575,0.705942541,?,1,79.03726309,1,1,4,5,3,4,0,48,43,1
30576,0.375228129,0.676992174,1,44.01173719,?,0,2,1,2,1,1,60,67,1
30577,0.439928906,0.346277418,1,57.02502904,1,1,4,5,2,2,1,26,43,1
30579,0.497862203,0.400618025,0,76.87420525,1,1,2,1,2,4,1,85,82,1
30580,0.399713548,?,1,76.29807201,0,0,5,4,3,3,1,48,12,1
30583,0.033422779,0.360314112,0,42.19453539,2,1,4,1,0,2,0,?,66,1
30584,0.721053069,0.432544538,-1,68.82005146,2,2,3,1,?,1,0,70,60,1
30586,0.616177351,0.357614862,?,58.62739197,2,3,4,4,2,3,0,50,?,1
30590,0.554029439,0.55531219,-1,64.30382747,2,2,2,3,1,2,1,51,25,1
30592,?,0.719364388,-1,65.86432086,2,1,?,?,2,3,1,59,40,1
30593,0.267056589,0.461753947,1,69.74523141,3,3,3,4,3,1,1,65,46,1
30594,0.754153812,0.813778225,-1,66.54296925,1,1,?,3,4,1,?,40,47,1
30597,0.793009552,0.526515032,-1,77.9691836,3,0,4,4,1,3,0,75,31,1
30598,0.521201428,0.284782517,0,70.68618506,2,0,2,1,5,2,1,62,53,1
30599,0.586429187,0.647796244,0,70.01508945,2,1,5,5,5,3,0,60,66,1
30601,0.726604092,0.82720554,-1,72.55504145,3,1,3,4,3,4,0,46,45,1
30602,0.420636271,0.510608077,-1,56.01476377,?,2,4,4,2,4,1,68,33,1
30603,0.535750192,0.54844784,1,61.54165553,1,0,2,2,3,2,0,75,22,1
30605,0.589641236,?,0,61.86726766,2,2,5,4,2,2,1,40,63,1
30607,0.389797572,0.333074597,1,68.523917,1,1,3,2,4,3,1,64,21,1
30609,0.567121231,0.793366276,?,61.22793609,3,2,1,2,2,2,1,32,63,1
30610,0.362152084,0.360581803,1,80.34291266,1,1,3,1,2,3,0,28,84,1
30611,0.590100194,0.666063986,0,56.81796685,1,0,3,5,1,4,0,66,14,1
30613,0.432556401,0.886695162,1,55.39249221,1,1,1,5,2,3,?,59,53,1
30615,0.461673029,0.694247689,-1,?,2,1,1,5,3,3,0,52,63,1
30616,0.734055636,0.486456356,-1,54.80408643,2,2,1,5,2,3,1,27,91,1
30617,0.747187083,0.507960958,1,52.87347409,3,0,1,2,1,3,0,50,80,1
30621,0.584893441,0.635693962,0,78.90467807,?,2,4,2,3,3,1,32,43,1
30622,0.595092536,0.382747981,0,59.22219456,1,2,3,3,2,2,0,70,16,1
30623,0.511225616,0.49834846,-1,54.93644633,1,1,1,3,0,4,1,36,55,1
30625,0.313499916,0.79925875,1,56.60037088,3,0,5,4,2,4,0,42,36,1
30626,0.606977611,0.740881066,-1,58.53434846,2,2,?,2,2,1,0,62,30,1
30629,0.402924666,0.791936873,-1,74.48742629,2,1,3,1,3,2,0,47,39,1
30630,0.158118675,0.639471411,1,58.19716266,3,-1,4,3,1,1,0,14,55,1
30631,0.527834409,0.712091055,0,55.70395551,0,0,2,3,3,2,0,71,75,1
30636,0.410732035,0.688836979,0,63.78364226,2,2,1,3,2,2,0,29,82,1
30638,0.26216968,0.258905385,0,68.73465932,2,1,2,1,2,2,1,44,23,1
30639,0.683225316,0.578346791,0,74.09822094,1,-1,5,3,3,3,1,58,18,1
30644,0.169770715,0.649518939,-1,69.23237522,3,0,5,1,2,3,0,26,61,1
30645,0.530799387,0.65030741,0,68.37157567,3,3,1,3,1,1,0,60,50,1
30646,0.395272595,0.489094233,?,71.56507508,2,1,5,1,2,3,0,?,?,1
30647,0.585353839,0.563642774,1,60.93465353,2,1,5,3,3,3,0,69,64,1
30649,0.007521882,0.507467596,0,67.04019769,1,3,1,1,3,2,1,45,29,1
30651,0.665496707,0.502098905,1,68.48277278,3,2,1,5,3,2,1,23,63,1
30656,0.541864057,0.378854668,0,61.04409426,2,1,3,3,4,1,1,61,29,1
30657,0.430113129,0.383020154,1,73.34346266,2,?,3,2,2,3,1,45,56,1
30658,0.315067617,0.52215297,0,58.64852358,0,1,2,3,1,3,1,44,18,1
30661,0.487692463,0.433176044,0,60.05964241,2,0,3,4,2,2,0,63,42,1
30662,0.069306001,0.461688461,0,62.65392863,1,1,4,4,3,3,1,48,60,1
30664,0.607215486,0.341399589,-1,75.32111788,2,1,3,1,1,2,1,27,77,1
30665,0.599887136,0.427624946,1,62.2463338,1,1,5,1,4,4,1,63,62,1
30667,0.271075764,0.861015548,1,?,2,1,2,?,2,3,1,33,88,1
30669,0.608267105,0.627924177,0,72.74938176,0,-1,4,5,?,0,1,47,31,1
30674,0.84929852,0.609613055,-1,73.64251936,1,0,5,4,?,3,1,14,32,1
30677,0.455990189,0.534548083,1,67.56496725,0,0,4,4,3,2,0,34,?,1
30678,0.451483623,0.741658464,1,64.62313564,1,1,5,4,2,3,1,44,71,1
30679,0.32988535,0.343549299,0,71.84388846,3,2,1,1,3,2,1,68,70,1
30680,0.505017125,0.783213728,1,72.88219189,1,1,5,5,3,3,0,56,64,1
30683,0.246315354,?,-1,61.45364118,2,1,3,4,2,3,1,73,46,1
30684,0.546386031,0.617964899,1,66.35705999,2,0,4,1,1,3,0,51,14,1
30685,0.422511788,0.628594108,0,?,3,1,?,4,2,2,1,35,16,1
30686,0.289926101,0.354957502,-1,64.82876924,?,1,3,5,?,1,1,64,56,1
30687,0.45550735,?,1,60.4584945,1,2,1,4,3,3,0,77,13,1
30688,0.51350315,0.406931065,-1,66.52353078,1,1,1,2,2,3,?,45,49,1
30689,0.337664721,0.623971485,1,64.58410219,1,2,5,4,3,3,1,86,36,1
30690,0.42114723,0.934874867,-1,68.00974883,0,0,2,4,3,2,1,44,52,1
30691,1.021874324,0.508287544,-1,65.56526137,2,1,1,4,2,1,1,76,52,1
30692,0.187187704,0.726406085,0,59.76124069,1,0,2,5,3,3,0,31,62,1
30693,0.534787651,0.697237542,0,71.94732364,1,0,3,3,2,?,1,53,55,1
30694,0.587525672,0.509266944,1,64.34252524,2,2,4,2,3,2,?,65,-6,1
30697,0.632314134,0.715511688,1,66.72344651,2,2,4,5,3,3,1,20,55,1
30703,0.407512306,0.449364776,-1,70.48460841,2,2,1,4,3,1,1,57,69,1
30705,0.312799199,0.379582705,-1,55.2294404,3,2,2,1,3,2,0,23,46,1
30706,0.632170529,0.436234602,-1,70.45491631,2,2,1,2,2,3,0,69,22,1
30708,0.798513881,0.629938433,1,59.58053811,1,1,5,3,3,3,1,40,51,1
30711,0.345225501,0.330261733,0,54.72553941,1,1,1,2,4,4,0,20,95,1
30712,0.547062632,0.617036292,-1,61.58647802,2,1,5,1,3,3,0,45,60,1
30713,0.478117878,0.410470816,1,55.82435919,3,2,2,4,1,2,1,48,71,1
30714,0.37040276,0.850488569,0,?,3,0,2,?,3,4,1,87,20,1
30715,0.341507492,0.56583457,1,60.18833168,3,2,4,1,3,4,0,56,80,1
30716,0.228026433,0.75853071,-1,?,2,?,2,2,3,4,0,37,83,1
30717,0.356419641,0.609320885,0,74.16831799,0,-1,1,3,3,3,0,21,38,1
30718,0.64518886,0.707291576,1,66.11755366,3,3,1,1,3,1,1,30,58,1
30720,0.688674434,0.518470984,-1,62.36809584,1,0,1,3,2,3,0,76,67,1
30722,0.486417808,0.570874904,-1,68.52522938,2,1,4,5,3,1,0,37,89,1
30723,0.603694154,?,0,63.53450389,1,1,2,?,3,2,0,19,25,1
30724,0.255886915,0.618711529,0,71.28573493,2,0,1,5,3,4,1,47,?,1
30725,0.258459037,0.530056323,0,76.60779626,1,1,5,?,3,3,?,42,55,1
30727,0.455189243,0.413768897,0,63.30965488,2,1,5,3,3,1,0,16,81,1
30728,0.372435683,0.498638459,0,57.55151785,1,1,4,?,3,4,0,40,65,1
30730,0.312221203,0.584939526,0,61.5471315,2,1,3,5,?,2,1,50,51,1
30731,0.030912822,0.788295843,0,62.28414125,3,1,5,4,1,3,1,21,?,1
30732,0.198056071,0.463538376,-1,57.68135669,1,1,4,2,3,2,0,8,?,1
30734,0.806223065,0.60960519,0,60.29221943,1,?,2,5,2,1,0,?,50,1
30735,0.114309404,0.694212774,0,64.99258423,2,2,4,3,4,3,0,86,32,1
30736,0.635625291,0.633535812,0,71.91105869,3,1,2,5,2,2,1,58,56,1
30738,0.536660866,0.633064086,-1,73.28180115,1,1,5,1,2,2,?,44,?,1
30743,?,0.338736104,0,62.24639642,1,1,3,4,2,1,1,35,8,1
30744,0.299059294,0.725702678,-1,52.82847399,4,2,3,3,?,4,1,21,62,1
30745,0.628863015,0.655581223,0,62.79499206,1,1,1,4,4,4,0,5,62,1
30746,0.419114069,0.496639358,0,70.48132367,2,2,5,3,3,4,1,54,70,1
30748,0.444375452,0.552260506,1,82.33492079,2,1,2,5,3,?,0,56,49,1
30749,0.432489508,0.58816193,0,69.45246488,2,1,5,5,4,3,1,44,58,1
30750,0.348277554,0.499535304,1,67.8112984,1,1,1,4,2,?,1,41,9,1
30751,0.914049446,0.539811767,1,62.34859155,3,2,4,2,3,?,?,52,71,1
30753,0.621323261,0.481656188,-1,64.92689675,?,2,?,4,?,2,0,35,32,1
30754,0.427045302,0.409492995,1,55.73775392,1,0,1,1,3,4,0,90,63,1
30755,0.551781313,0.679839109,0,78.93141892,2,0,5,1,3,5,?,45,56,1
30757,0.590211375,0.501624099,1,63.12336425,3,2,2,5,?,2,1,101,56,1
30758,0.226998671,0.574364573,1,69.10422485,-1,?,1,4,4,2,1,59,41,1
30759,0.527664677,0.595761239,1,62.27018272,3,2,3,2,2,2,0,52,43,1
30762,0.07958507,0.624022427,0,74.5716757,2,1,5,1,3,3,1,33,39,1
30763,0.647538023,0.732562026,1,77.27724643,1,0,5,2,3,2,1,32,48,1
30764,0.363166718,0.579174884,1,60.14629179,1,1,5,4,2,2,0,53,39,1
30767,0.242634411,0.788087136,-1,61.92267311,2,1,1,3,1,4,1,62,76,1
30768,0.354985421,0.459973519,1,70.02294882,2,1,4,5,4,1,0,29,58,1
30769,0.382093429,0.612360013,-1,65.34123192,1,1,5,5,3,1,1,42,62,1
30773,0.289569456,0.689922862,0,59.824131,2,1,2,5,2,2,1,42,70,1
30774,0.385464128,0.520001321,-1,66.09337744,1,0,1,1,2,1,0,40,43,1
30775,0.598672006,0.456622782,0,62.01880829,3,2,2,2,2,3,1,63,68,1
30776,0.228916432,0.519641606,1,59.0544536,4,1,5,4,2,2,0,?,84,1
30778,0.76182369,0.776942176,0,85.33726411,3,3,3,?,4,3,1,48,69,1
30780,0.784782214,0.691942246,0,64.25483259,1,0,5,5,3,2,0,71,57,1
30782,0.392255989,0.530112634,0,52.8970019,2,2,3,5,3,2,1,65,10,1
30784,0.891746353,0.692006983,-1,65.63187499,3,?,3,5,4,2,1,64,61,1
30786,0.568796748,0.281073127,0,61.04861951,3,2,3,2,3,2,1,54,38,1
30787,0.266344782,0.932418695,0,87.95663349,1,1,3,5,1,2,1,56,40,1
30788,0.470295901,0.579714228,1,65.701551,2,1,3,2,2,3,1,20,78,1
30789,0.404555882,0.523555061,-1,51.26932539,4,2,5,4,4,3,0,70,47,1
30790,0.235376594,0.670523684,1,55.35556693,2,0,?,1,3,4,0,43,10,1
30791,0.418203398,0.603197496,0,76.40119568,1,1,3,4,2,2,0,44,64,1
30793,0.55399528,0.748461435,-1,55.69818839,1,1,1,4,1,3,1,56,49,1
30794,0.444379083,0.931308313,1,70.90188628,2,-1,2,4,3,4,0,49,33,1
30795,0.225353105,0.650829358,1,59.21603013,3,3,4,4,2,4,1,47,36,1
30796,0.92672722,0.629536972,-1,?,2,1,5,4,2,4,0,36,55,1
30797,0.312956663,0.538056211,1,45.76568349,2,1,5,1,1,4,0,57,95,1
30800,0.588282434,0.460802747,0,64.3099324,3,2,2,5,3,2,0,46,40,1
30802,0.353940101,0.368930443,0,54.09972678,2,1,2,1,3,0,0,12,56,1
30803,0.614662135,0.394919114,1,63.567487,2,0,5,3,3,2,0,39,65,1
30804,0.337213601,0.808541448,0,52.39676672,2,2,5,5,3,1,0,50,42,1
30805,0.359499257,0.565414171,-1,58.58307494,2,0,4,5,3,3,?,44,55,1
30806,0.34090271,0.511996385,-1,69.16475272,2,2,4,4,4,?,0,?,53,1
30808,0.333303394,0.446241122,0,57.00591972,2,2,2,5,3,2,1,83,42,1
30810,0.455069306,0.615789771,-1,69.53348822,2,1,4,4,0,3,0,73,32,1
30811,0.527583479,0.903209529,0,62.87359469,0,-1,1,3,2,2,0,18,16,1
30815,0.325524833,0.823174498,-1,44.80449625,1,1,1,1,3,1,1,?,46,1
30817,0.438249109,0.72154951,0,64.75139458,3,1,1,4,3,1,1,43,?,1
30818,0.496055978,0.40224189,1,66.06201669,?,2,2,1,1,1,1,65,70,1
30820,0.033659989,0.524294502,0,67.67913667,0,-1,2,4,3,4,0,9,102,1
30822,0.278171006,0.231727909,1,76.2405956,1,1,3,4,2,4,0,60,40,1
30826,0.351017256,0.459552014,-1,66.95587129,2,0,2,3,3,1,1,59,25,1
30829,0.499455391,0.448499373,1,65.40398271,1,2,3,4,2,2,0,64,16,1
30830,0.616433401,0.338068578,1,68.50534439,3,0,2,5,4,4,0,57,73,1
30831,0.372176099,0.40652716,1,69.87467217,1,?,1,?,2,3,1,63,53,1
30834,0.610989287,0.658191222,0,67.06321128,2,2,4,3,1,1,1,46,79,1
30837,0.296388625,0.473452783,0,?,2,1,2,3,?,3,0,32,56,1
30841,0.231900629,0.776083552,0,66.03756292,3,0,4,2,2,1,1,57,38,1
30843,0.396090536,0.475063818,1,74.67351428,3,1,3,1,3,2,1,70,45,1
30845,0.578182632,0.535348936,1,67.32751336,2,2,5,1,1,?,1,47,55,1
30846,0.59674097,0.569690284,0,69.30786764,1,-1,2,?,4,2,0,37,65,1
30847,0.32236893,0.878324722,1,52.89087117,1,2,3,4,3,0,1,43,28,1
30848,0.326732889,0.405249976,-1,70.56515341,2,1,5,3,2,4,0,47,43,1
30849,0.639784955,0.396789348,-1,64.41713603,1,1,1,2,3,3,0,54,16,1
30850,?,0.63216008,-1,54.14295433,2,2,5,5,1,1,0,42,54,1
30851,?,0.981304926,0,59.32272966,1,0,4,1,3,2,1,69,54,1
30852,0.532780998,0.219058655,0,78.02567136,4,2,3,4,3,?,1,62,28,1
30853,0.170429686,0.504272423,-1,65.33764459,0,?,4,1,1,2,0,34,66,1
30854,?,0.500524377,-1,?,2,2,1,2,4,2,0,63,32,1
30856,0.533848253,0.469967319,0,69.20063306,2,1,4,1,3,2,1,51,90,1
30858,0.51342068,0.337494455,0,65.55347118,3,2,2,2,2,2,1,80,49,1
30859,0.449070395,0.8009162,0,62.37828576,3,2,?,1,4,3,0,39,59,1
30861,0.847738325,0.588956268,0,68.59309974,3,1,2,1,4,2,1,58,?,1
30862,0.235639189,0.531323407,1,59.52106401,4,0,3,4,4,3,0,?,75,1
30865,0.411123563,0.989194474,-1,68.80596173,3,-1,4,1,2,2,0,71,73,1
30867,0.338007792,0.433536535,1,68.06792721,1,1,4,1,3,4,0,32,42,1
30870,0.110665638,0.629501127,0,63.85948552,1,?,5,4,2,3,1,36,55,1
30871,0.477503656,0.262215382,1,66.76031701,2,0,4,5,2,3,1,66,?,1
30872,0.322107763,0.444619782,0,60.32940002,2,2,4,2,2,3,0,79,39,1
30875,0.262325215,0.440497354,-1,77.77107768,3,-1,2,5,4,4,0,77,49,1
30877,0.579435664,0.698087677,-1,64.0045148,2,0,2,3,3,1,0,51,65,1
30879,0.718576554,0.810687033,-1,63.20683991,3,2,5,4,2,3,0,69,25,1
30880,0.324159381,0.138077701,0,60.44491524,3,2,4,2,2,3,0,69,26,1
30882,0.433142448,0.657759129,1,69.43689796,2,1,4,5,3,1,1,16,21,1
30884,0.533154547,0.759477491,1,61.61642556,1,2,1,4,2,1,0,66,36,1
30887,0.508130592,0.636541454,0,69.85824773,3,1,1,5,4,3,1,75,43,1
30888,0.439184642,0.590840157,-1,66.00433484,1,1,2,4,3,1,1,62,76,1
30889,0.538479165,?,0,71.71981263,1,0,4,3,2,4,0,48,31,1
30890,0.443068018,0.766498103,-1,60.583318,3,2,4,3,1,3,1,41,40,1
30892,0.480699157,0.480795136,-1,64.09280468,2,0,5,4,2,3,1,60,36,1
30893,0.594053676,0.606460152,-1,58.4255971,2,2,1,5,3,3,1,51,48,1
30896,0.60317496,0.65013033,0,58.69080214,3,3,5,5,1,4,0,74,70,1
30901,0.508364993,?,1,69.35066432,2,2,3,2,2,2,0,15,31,1
30902,0.524465197,0.469626416,0,82.56043415,2,2,2,2,3,3,0,93,43,1
30905,0.645929284,0.605786418,1,65.57973406,2,2,?,4,2,3,0,48,73,1
30906,0.544612979,0.403597376,?,67.3614171,1,1,1,2,2,2,1,38,44,1
30907,0.516024427,0.868382551,1,60.18756083,2,1,?,5,?,3,1,63,51,1
30910,0.864136367,0.653995816,-1,?,2,2,4,3,4,4,1,46,88,1
30911,0.17452847,0.377170861,1,65.11656704,1,-1,1,4,2,2,0,48,50,1
30915,0.336672615,0.538869174,-1,66.05635025,0,1,2,2,2,1,0,33,14,1
30916,0.585083482,0.372156842,1,74.30785832,?,-1,4,3,1,3,1,81,46,1
30917,0.695818727,0.533726882,1,53.39923468,2,2,1,?,3,3,1,60,58,1
30920,?,0.616962545,1,58.37603083,2,1,5,5,2,3,0,?,65,1
30922,0.430927363,0.708126962,0,66.90250731,?,2,1,3,3,2,1,74,51,1
30923,0.563174318,0.622571034,-1,57.842677,0,3,?,4,3,3,0,70,32,1
30926,0.539020138,0.58994488,1,63.7854378,?,1,5,5,3,2,1,12,49,1
30927,0.611652517,?,0,61.78452129,2,1,?,1,3,1,0,54,53,1
30928,0.475628415,0.498618515,0,70.42465327,2,?,4,5,4,1,0,49,15,1
30929,0.507412396,0.423471412,1,68.5497841,1,1,4,5,4,1,1,56,?,1
30930,0.62958934,0.956821021,-1,64.96232245,?,1,2,1,1,2,0,54,27,1
30932,0.492419637,0.426077278,?,57.1580765,2,1,?,3,3,3,1,55,31,1
30933,0.489577023,0.523967219,-1,?,2,1,?,3,4,2,1,18,71,1
30935,?,0.285397518,1,64.72104761,2,2,1,?,2,3,0,94,36,1
30937,0.775360692,0.475661904,0,59.43260382,1,0,1,2,2,2,?,48,41,1
30938,0.35036909,0.650858533,0,?,?,2,3,4,4,1,1,30,41,1
30939,?,0.39181954,-1,58.13079311,1,1,?,4,2,3,0,40,89,1
30944,?,0.478016161,1,65.81857984,2,0,2,2,4,2,1,64,66,1
30945,0.719485737,0.796335497,-1,60.86970146,4,3,5,1,2,3,1,?,44,1
30946,0.375745427,0.695473309,-1,62.74368112,4,1,2,4,3,2,1,54,50,1
30947,0.912077296,0.536878206,?,51.51501174,1,0,2,4,3,3,1,62,28,1
30948,0.277107846,0.376234671,-1,75.9861145,2,2,1,3,1,3,0,63,41,1
30949,?,0.169573451,1,65.7709906,2,1,3,4,3,3,1,68,-3,1
30950,0.375727983,0.345146389,0,58.01053636,2,?,1,?,?,2,0,51,23,1
30951,0.2565861,0.479930423,-1,63.00683452,2,2,4,5,3,3,0,50,52,1
30952,0.397694468,0.185337706,1,68.23861351,?,1,1,2,2,0,1,?,31,1
30953,0.671658243,0.614399121,0,56.0866909,1,0,4,1,4,3,0,92,?,1
30957,0.315955267,0.857732756,-1,63.79286487,1,1,5,5,4,4,0,69,63,1
30959,0.682545414,0.314967673,0,62.43309209,3,0,3,4,1,4,1,37,39,1
30960,0.917045843,0.523423775,0,69.5429048,2,2,3,3,3,3,0,8,9,1
30961,0.351096715,0.670380397,1,77.50039762,2,2,5,5,1,3,0,69,80,1
30962,0.457235608,0.37107579,0,70.00887874,1,-1,3,5,3,2,1,17,76,1
30966,0.645643368,0.450143413,0,?,1,1,1,5,1,4,1,22,69,1
30967,0.053477885,?,1,59.61820868,2,0,5,2,2,1,0,56,10,1
30969,0.404860761,0.387153185,1,62.82883129,2,1,1,5,1,1,?,27,76,1
30970,0.426667876,0.601324764,1,61.77196187,?,1,4,5,3,3,1,90,31,1
30974,0.385666873,0.591478823,1,73.94172247,1,1,5,?,4,2,1,51,67,1
30975,0.770931745,0.535026057,0,64.23766276,1,?,3,4,3,5,0,70,63,1
30976,0.541767557,0.543144073,-1,65.72312488,2,2,3,2,2,3,?,95,54,1
30977,0.528685104,?,1,66.0699591,3,0,2,2,3,3,1,63,76,1
30978,0.449509931,0.628539541,-1,66.2601232,2,2,4,3,4,2,1,36,46,1
30982,?,0.340107784,-1,53.26389897,2,2,?,4,3,3,1,56,38,1
30983,0.310555087,0.757612221,0,?,1,1,5,3,2,2,1,62,66,1
30990,0.384627927,0.248970961,1,68.85588541,2,1,5,2,3,4,1,22,87,1
30993,0.292239558,0.408909307,1,56.40956255,1,1,1,1,2,3,0,43,32,1
30994,-0.081619388,0.395828612,1,57.80430666,3,2,3,3,2,3,0,41,48,1
30995,0.567767115,0.464957655,1,63.0868256,0,2,3,2,1,2,1,68,24,1
30996,0.523737115,0.590294773,0,77.33942294,1,0,4,1,2,4,0,41,34,1
30998,0.158383682,0.73768325,1,61.99121894,0,0,2,3,4,3,1,56,48,1
31000,0.723796219,0.95619245,0,63.45407172,2,1,?,5,1,1,0,39,72,1
31002,0.431648247,0.632713073,-1,55.13834753,3,1,4,2,3,2,0,52,58,1
31006,0.542614039,?,-1,64.64454162,2,1,4,5,3,1,1,50,72,1
31011,0.715925481,0.564773036,-1,69.12081407,2,0,4,3,0,2,0,68,65,1
31013,0.239348062,0.52042975,-1,57.08316451,3,2,2,2,3,?,1,54,50,1
31014,0.059578722,0.65939286,-1,60.16629636,1,3,5,3,4,2,1,37,22,1
31015,0.709727823,?,0,78.11388126,1,0,1,5,3,1,1,79,58,1
31018,0.451541178,0.565899595,0,65.07316989,0,1,5,5,3,?,1,79,41,1
31019,0.441477861,0.464050132,1,56.319218,2,1,1,1,2,4,1,55,25,1
31021,0.276445508,0.600412196,1,69.1624231,3,1,5,2,3,3,0,?,27,1
31022,?,0.280073239,-1,60.6014233,0,2,3,5,3,1,1,67,59,1
31023,0.622202471,0.346037841,-1,84.54102718,3,2,5,5,5,1,1,58,61,1
31024,0.295202882,0.314185456,1,?,2,-1,5,3,3,3,1,57,73,1
31027,0.444588393,0.541962627,-1,67.95846383,?,1,1,4,4,3,0,95,42,1
31028,0.260593573,0.485513616,-1,61.59922874,2,1,5,1,2,2,1,47,47,1
31030,0.554129944,0.465375311,0,62.99245445,1,0,4,3,2,?,1,26,35,1
31031,0.395678024,0.577624121,-1,59.29560545,1,1,4,5,3,2,1,71,53,1
31032,0.265207196,0.717943581,1,60.48239018,1,1,4,4,1,4,1,44,42,1
31033,0.564495035,0.573275147,1,65.37519189,2,1,4,1,2,1,1,83,?,1
31035,0.885239712,0.567227055,0,66.3066343,1,0,1,1,2,2,1,20,33,1
31037,0.707549635,0.422732477,-1,47.356541,3,2,1,2,4,2,1,54,58,1
31041,0.388628539,0.455275672,0,54.46693313,3,0,3,1,2,4,1,49,-5,1
31042,0.967373123,0.80341172,0,64.4552352,2,1,4,2,3,2,0,32,21,1
31043,0.103660673,0.732605992,0,58.21202117,1,0,5,4,2,4,1,24,28,1
31044,0.685755009,0.5779593,0,55.70645083,1,1,5,4,2,4,0,66,46,1
31045,0.255548853,0.668652945,0,69.43699663,3,?,3,1,2,2,0,71,72,1
31046,0.552496316,0.633594096,?,56.07209578,2,1,1,5,4,3,1,34,69,1
31047,0.219821342,0.512030073,1,66.63756109,2,?,4,4,4,3,1,43,52,1
31048,0.746144273,0.754344153,0,65.15088613,1,1,4,3,3,4,1,42,52,1
31049,0.25884877,0.498621248,-1,67.79838525,2,0,3,4,2,3,1,82,60,1
31053,0.633991663,0.988440559,1,66.60899,2,1,3,5,5,3,0,38,46,1
